text,target
"News from Pew Internet and American Life on mobile use in health Tune in to our latest audio podcast ",positivo
"We thank all veterans for their service Did you know DeptVetAffairs is the largest HIV care provider in the US ",positivo
"New data on how Americans are using mobile phones to find health information (cc pewinternet) ",positivo
"Have you downloaded the new Facing AIDS mobile app yet Heres a video about how it works WAD2012 ",positivo
"85 of US adults own a cell phone 31 have used their phone to look for health information mHealth ",positivo
"New pewinternet Mobile Health 2012 report released today mHealth ",positivo
"HIV/AIDS diagnoses in Native American communities are <1 of total cases yet rates rising higher than whites ",positivo
"New CDCgov factsheet Care Prevention in the US (CAPUS) project reducing HIV morbidity/mortality among minorities ",positivo
"A Facing AIDS picture is worth 1000+ words Listen to the HIV community share their stories behind the sign WAD2012 ",positivo
"Each day in November well be sharing a photo/personal message about why people are Facing AIDS for WAD2012 ",positivo
"I refuse to believe that health is just an aspirational goal - new APHA president during closing plenary APHA12 ",positivo
"Trick or treat You dont have to go door to door to find an HIV test Use the Locator to find the closest one to you ",positivo
"Were in San Francisco for the final day of APHA12 Find us in the Expo Hall to take a Facing AIDS photo ",positivo
"What makes a good blog post publicshealth says personal anecdotes local current events historical context lots of links APHA12 ",positivo
"Reporters share how to get health info into tight media space - patient stories timeliness know the reporter youre pitching to APHA12 ",positivo
"APHA12 tweeters come say hello at tonights tweetup at 7pm Well be demonstrating the brand new Facing AIDS mobile app ",positivo
"Read the National HIV/AIDS Strategy and learn more about moving towards an AIDS-free generation APHA12 NHAS ",positivo
"Good afternoon from the opening session of APHA12 ",positivo
"You can now use the new CMSgov for your web development projects digitalstrategy ",positivo
"Are you a public health tweeter Chat with us at the APHA12 tweetup Sunday 10/28 at 7pm in San Francisco ",positivo
"Free webinar tomorrow October 23 from 2-3pm EDT The Health Care Law 101 in Spanish RSVP at ",positivo
"Last day to register for the free Health Disparities Summit slated for Oct 31 - Nov 2: ",positivo
"In the DC area Todays the last day to register for the free Health Disparities Summit slated for Oct 31 - Nov 2 minorityhealth ",positivo
"New findings show that innovative program models can engage/retain people living with HIV into oral health services ",positivo
"Want to host a Twitter Townhall StopBullyingGov shares best practices from its first one digitalstrategy digitalk ",positivo
"President Obama has taken decisive action to address the complex needs that put Latinos at higher risk for HIV NLAAD ",positivo
"Since started we have observed National Latino AIDS Awareness Day NLAAD ",positivo
"The rate of new HIV infections among Hispanics is 3x higher than whites We can address this health disparity NLAAD ",positivo
"Today is National Latino AIDS Awareness Day Show your support today take an HIV test nearby NLAAD ",positivo
"The last day of Hispanic Heritage Month Oct 15 is National Latino AIDS Awareness Day Learn more about NLAAD ",positivo
"Do you know your HIV status Dont debate getting an HIV test Find HIV testing sites other services near you ",positivo
"Ahead of NLAAD CDCMMWR releases study on geographic distribution of HIV among Latinos diagnosed in 2010 ",positivo
"Is National Latino AIDS Awareness Day (Oct 15) on your calendar NLAAD focuses on HIVs impact on Latinos in the US ",positivo
"Did you know that today is the first National Disease Intervention Specialists (DIS) Recognition Day DISRecognition ",positivo
"Do you know your HIV status Dont debate getting an HIV test Find HIV testing sites other services near you ",positivo
"Congratulations to samhsagov on their 20th anniversary Join them for a webcast celebration tomorrow 830am-1pm ",positivo
"Know what the Affordable Care Act means for those living with HIV/AIDS USCA2012 ",positivo
"If you didnt do a USCA2012 Facing AIDS photo the good news is you can download the Facing AIDS iPhone app to face AIDS anytime anywhere ",positivo
"When GMHC jumped into social media they used a mentor to expand work on Facebook Twitter and other networks uscagoessocial USCA2012 ",positivo
"Tip 3 have systems in place to work with your social media team Tools like Google Docs and Calendar are helpful uscagoessocial USCA2012 ",positivo
"Did you miss the Social Good Summit Our friends at pepfargov shared their experience with us SGSglobal ",positivo
"New audio podcasts available on iTunes New media in HIV infographics and more ",positivo
"Highlights from yesterdays USCA2012 Pre-Conference Summit to End the HIV/AIDS Epidemic in America now on the blog ",positivo
"The National HIV/AIDS Strategy Implementation Update available at NHAS USCA2012 ",positivo
"Postcards with the National HIV/AIDS Strategy vision AIDS Awareness Days HIV testing info more Weve got it all at USCA2012 Booth 328 ",positivo
"Disparities exist within new HIV infections and new HIV diagnoses in the US as well as outcome disparities USCA2012 NHAS ",positivo
"What are the 4 goals of the whitehouse National HIV/AIDS Strategy Read them here USCA2012 NHAS ",positivo
"Dr Whitescarver NIHforHealth Strategic Plan for FY2013 includes for the first time a section focused on research for a cure USCA2012 ",positivo
"Dr Jack Whitescarver of NIHforHealth speaking at USCA2012 highlighting progress from working w/ the community ",positivo
"Have you taken your USCA2012 Facing AIDS photo yet Say hello at Booth 328 in the exhibit hall Were here until 5pm ",positivo
"Join us today at 230 with MetroTeenAIDS pozmagazine irishouse for the State of New Media HIV Milano 5 USCA2012 ",positivo
"Starting in 30 minutes join us at the USCA2012 tweet-up in Abruzzi We want to meet you talk about how to reach communities of color ",positivo
"Come to booth 328 and get your 2011 NHAS Implementation Progress Report Update ",positivo
"The USCA2012 Exhibit Hall opens at 10am Visit us at Booth 328 to join Facing AIDS get free new media technical assistance more ",positivo
"Good morning Were at day 1 of USCA2012 for the opening plenary Stay tuned for live updates via Twitter ",positivo
"Today is Natl Gay Mens HIV/AIDS Awareness Day Show your support-take an HIV test at a site near you NGMHAAD ",positivo
"For Natl Gay Mens HIV/AIDS Awareness Day we stop remember MSM in the history of the epidemic NGMHAAD ",positivo
"Gay men have been key in the response to HIV remain disprop affected NGMHAAD is a good day to learn about HIV ",positivo
"Gay bisexual men account for 61 of new HIV infections See CDCgovs approach to high impact prevention NGMHAAD ",positivo
"Today is National Gay Mens HIV/AIDS Awareness Day How are you observing the day NGMHAAD ",positivo
"Media statement from CDC_DrFenton for National Gay Mens HIV/AIDS Awareness Day September 27 ",positivo
"Sign up for the 9/25 CDCgov webinar Innovations in HIV Prevention for Gay and Bisexual Men NGMHAAD ",positivo
"The whitehouse blogs about National HIV/ AIDSandAging Awareness Day and the challenges of growing older with HIV ",positivo
"HIV affects an increasing number of Americans over age 50 Find out why AIDSandAging ",positivo
"For Natl HIV/#AIDSandAging Awareness Day Dr Miotti of NIHforHealth shares research presented at AIDS2102 ",positivo
"20+ events are happening across the country today for National HIV/ AIDSandAging Awareness Day Is there one near you ",positivo
"This years Natl HIV/ AIDSandAging Awareness Day (9/18) theme is Aging is a part of life HIV doesnt have to be ",positivo
"Today is National HIV/ AIDSandAging Awareness Day You can find AIDSandAging resources at ",positivo
"The ybglisummit is wrapping up Learn about using new media in response to the HIV epidemic ",positivo
"NMACCommunity Kali Lindsey urges the ybglisummit attendees to address HIV stigma and urge people to get tested and to get into care ",positivo
"Read the FDA_Drug_Info announcement on Truvada ybglisummit ",positivo
"Did you know that Young Black Gay Men are a focus of the NHAS See page 11 ybglisummit ",positivo
"NIHforHealth AIDS Researcher Lynne Mofenson Named 2012 Federal Employee of the Year ",positivo
"Today it became easier to apply for financial assistance for HIV and AIDS drugs HIVcommonapp ",positivo
"What are the latest HIV prevention activities programs for gay bisexual men Tune in to CDCNPIN webinar on Sept 25 ",positivo
"Suicide touches all of our lives Lets work together to prevent it in the our communities PlayARole ",positivo
"We have a resource page about living with HIV as you age Share as you observe Natl HIV/ AIDSandAging Awareness Day ",positivo
"HHSgov is making a difference in how people find health information it just launched its digitalstrategy site ",positivo
"This years Natl HIV/ AIDSandAging Awareness Day (9/18) theme is Aging is a part of life HIV doesnt have to be ",positivo
"On LaborDay we honor the contributions of workers across our nation Thank you to those working every day to help address HIV AIDS ",positivo
